subject_id,session,gesture,trial,label,emg_rms,median_freq,fatigue_index,tremor_band_power,peak_tremor_freq
grabmyo_p10,1,4,7,0,0.08531629630816284,87.5,0.0430092533670952,6.569775121291409e-05,8.0
grabmyo_p10,1,5,1,0,0.034182685761185855,102.5,-0.0030970272307467035,1.505557127049549e-05,8.0
grabmyo_p10,1,5,2,0,0.08084691342265438,79.0,-0.046701001688335894,0.00010703620217715652,8.0
grabmyo_p10,1,5,3,0,0.06473991534469764,78.5,-0.02821304730974407,6.98728361624305e-05,8.0
grabmyo_p10,1,5,4,0,0.0648954345408915,114.0,-0.012385757537772954,5.7085803412847954e-05,8.0
grabmyo_p10,1,5,5,0,0.06335027098042342,91.5,0.011310158864504892,6.197598630384017e-05,8.0
grabmyo_p10,1,5,6,0,0.08077572027610053,111.0,-0.01566627888018847,7.542186656433209e-05,8.0
grabmyo_p10,1,5,7,0,0.08290267954600503,95.0,-0.02702965232301132,0.00011468371899169752,8.0
grabmyo_p10,1,6,1,0,0.044188017019092765,105.5,-0.005230270700894247,2.711402317974702e-05,8.0
grabmyo_p10,1,6,2,0,0.06895519284567621,129.0,-0.0036906511642087613,5.326416201419274e-05,8.0
grabmyo_p10,1,6,3,0,0.06731326686935372,102.0,-0.0028103228529009175,5.8246209051268e-05,8.0
grabmyo_p10,1,6,4,0,0.06857447697531802,106.0,-0.01956212254760669,8.677956253725134e-05,8.0
grabmyo_p10,1,6,5,0,0.062095766899616066,94.5,-0.006200080384477809,7.05729638044891e-05,8.0
grabmyo_p10,1,6,6,0,0.08070939591887127,105.5,0.002374828933115837,9.888761047952627e-05,8.0
grabmyo_p10,1,6,7,0,0.09455165320820366,112.0,0.019432522733918732,0.00011298678755393055,8.0
grabmyo_p10,1,7,1,0,0.026752030708902995,77.5,-0.0051603158126048865,9.513347982447542e-06,8.0
grabmyo_p10,1,7,2,0,0.0699136347754289,98.5,-0.014460593470476176,4.72765834299178e-05,8.0
grabmyo_p10,1,7,3,0,0.054607741492336104,83.0,-0.017462709450390773,3.374222293934575e-05,8.0
grabmyo_p10,1,7,4,0,0.08098092573612117,79.0,-0.01061848333808229,8.928782322894079e-05,8.0
grabmyo_p10,1,7,5,0,0.06756033211834805,82.0,-0.004722243711575803,7.190436779259984e-05,8.0
grabmyo_p10,1,7,6,0,0.0941840057978259,74.0,-0.037856608752392565,0.00020121730971720003,8.0
grabmyo_p10,1,7,7,0,0.08438906463603257,91.5,0.02214121924058709,9.137826260275862e-05,8.0
grabmyo_p10,1,8,1,0,0.02429264869322966,91.0,-0.0029891163107606394,9.183138137463404e-06,8.0
grabmyo_p10,1,8,2,0,0.044486929148083054,100.5,-0.004729221801956188,2.5956277727010226e-05,8.0
grabmyo_p10,1,8,3,0,0.044927343837542315,91.0,0.010422785826431507,4.011372848458639e-05,8.0
grabmyo_p10,1,8,4,0,0.06109082864605113,92.5,-0.004022602882591125,7.401304373573153e-05,8.0
grabmyo_p10,1,8,5,0,0.052300581729181964,103.0,0.012682503243221559,3.7257660216026325e-05,8.0
grabmyo_p10,1,8,6,0,0.05238613391754284,90.0,0.005934585356399358,5.410710168412136e-05,8.0
grabmyo_p10,1,8,7,0,0.07086430456663637,94.5,0.037387912506008314,6.678108232383373e-05,8.0
grabmyo_p10,1,9,1,0,0.01270525241377702,87.0,-0.001095088733174039,2.2388037961015396e-06,8.0
grabmyo_p10,1,9,2,0,0.04825197522152681,86.5,-0.01141369030679236,2.4229714387776323e-05,8.0
grabmyo_p10,1,9,3,0,0.04331681107843274,89.5,-0.005175216103944141,2.104368536168137e-05,8.0
grabmyo_p10,1,9,4,0,0.08596178693005074,75.0,0.0015955179022355452,8.726814791826568e-05,8.0
grabmyo_p10,1,9,5,0,0.06411278874580137,74.0,0.007174551773204802,9.061983328902548e-05,8.0
grabmyo_p10,1,9,6,0,0.07680909551699323,85.5,0.02672950950227705,6.803821367402166e-05,8.0
grabmyo_p10,1,9,7,0,0.06493817202484613,99.0,0.08047907425329706,6.718142066337076e-05,8.0
grabmyo_p11,1,10,1,0,0.06019523372582633,116.5,-0.004996450628526394,3.0775617724230216e-05,8.0
grabmyo_p11,1,10,2,0,0.044852575879603084,100.5,-0.00666018538411379,1.920167507856279e-05,8.0
grabmyo_p11,1,10,3,0,0.03704402795589208,102.5,-0.010836007756031371,1.1249438195707954e-05,8.0
grabmyo_p11,1,10,4,0,0.03920444583789828,109.0,0.0002536253628541926,1.3924084577815379e-05,8.0
grabmyo_p11,1,10,5,0,0.03916955290085616,117.0,-0.006776367794271421,1.719781276393345e-05,8.0
grabmyo_p11,1,10,6,0,0.04493164779444773,127.5,-0.019325544860449476,3.0101932365761076e-05,8.0
grabmyo_p11,1,10,7,0,0.05400668819366467,110.5,-0.021888022740721907,2.973482807123174e-05,8.0
grabmyo_p11,1,11,1,0,0.17250733537793622,102.0,-0.07451752713346323,0.00033104716058724305,8.0
grabmyo_p11,1,11,2,0,0.13480000710213785,111.0,-0.0434279322886003,0.0002266515337151609,8.0
grabmyo_p11,1,11,3,0,0.1563604960089946,105.5,-0.015684404613105333,0.0002248682633787261,8.0
grabmyo_p11,1,11,4,0,0.20361378520335668,100.5,-0.05901837222747598,0.00046637791879385233,8.0
grabmyo_p11,1,11,5,0,0.17816529531159045,101.5,-0.010497632205122273,0.00041266111995511646,8.0
grabmyo_p11,1,11,6,0,0.17002863049400913,102.5,-0.024960871917672055,0.00027513940338279953,8.0
grabmyo_p11,1,11,7,0,0.15772240689562,100.5,-0.06408169432614762,0.00031880232306535813,8.0
grabmyo_p11,1,12,1,0,0.05412225927584673,141.5,-0.013690260451372942,6.399003273070016e-05,8.0
grabmyo_p11,1,12,2,0,0.05145540382922628,134.5,-0.00645429581598655,3.026449797044737e-05,8.0
grabmyo_p11,1,12,3,0,0.04024993402172215,124.0,-0.01367911859732428,2.3151108447954216e-05,8.0
grabmyo_p11,1,12,4,0,0.04542685478446465,135.0,-0.022607100676590358,2.5971350256378354e-05,8.0
grabmyo_p11,1,12,5,0,0.04441874940927061,123.0,-0.008284069219916316,1.8511703496911668e-05,8.0
grabmyo_p11,1,12,6,0,0.04594300513272533,141.0,-0.006435663466824481,2.3746098644536363e-05,8.0
grabmyo_p11,1,12,7,0,0.04080698511749845,154.5,-0.011693991709788768,1.4987395953241466e-05,8.0
grabmyo_p11,1,13,1,0,0.07195250849805188,159.0,-0.017347532212411143,8.717596140449957e-05,8.0
grabmyo_p11,1,13,2,0,0.04506419168134296,116.5,-0.010309432821079437,2.9497378527208315e-05,8.0
grabmyo_p11,1,13,3,0,0.0635323484595248,145.5,-0.026422296979828244,6.520607247187598e-05,8.0
grabmyo_p11,1,13,4,0,0.0771372794905626,148.5,-0.02925321818490184,9.975927293969243e-05,8.0
grabmyo_p11,1,13,5,0,0.061076794030186544,133.0,-0.025641166081438523,5.461613646007136e-05,8.0
grabmyo_p11,1,13,6,0,0.05997537718725484,133.5,-0.009541036603612305,5.097547107725486e-05,8.0
grabmyo_p11,1,13,7,0,0.04337459954921079,109.0,-0.004695672005081822,2.886212766751007e-05,8.0
grabmyo_p11,1,14,1,0,0.04832880770884848,120.0,-0.022700612728304446,4.008951761701655e-05,8.0
grabmyo_p11,1,14,2,0,0.08266488087134066,131.5,-0.008219166992366467,6.624374512128887e-05,8.0
grabmyo_p11,1,14,3,0,0.06233724806317882,123.0,0.0028816979992129736,6.632298304481187e-05,8.0
grabmyo_p11,1,14,4,0,0.06860166881853946,122.0,-0.017774168172275628,6.52998803880879e-05,8.0
grabmyo_p11,1,14,5,0,0.05797071384286592,119.5,-0.008515361817014695,4.281556274675305e-05,8.0
grabmyo_p11,1,14,6,0,0.07519889578696329,131.0,0.003400473505671443,7.492427002414049e-05,8.0
grabmyo_p11,1,14,7,0,0.06901313050735061,113.0,-0.03224663360640263,7.278456602557979e-05,8.0
grabmyo_p11,1,15,1,0,0.05357026289047839,131.5,-0.011187103635982732,4.9651073161408466e-05,8.0
grabmyo_p11,1,15,2,0,0.06801531882139492,143.0,-0.019781611827551636,9.144137519406647e-05,8.0
grabmyo_p11,1,15,3,0,0.04978745596524123,129.5,-0.016819066659146856,4.1388783318501376e-05,8.0
grabmyo_p11,1,15,4,0,0.060852228630896656,123.0,-0.008529228256604252,6.597316842422742e-05,8.0
grabmyo_p11,1,15,5,0,0.050858579375063856,117.0,0.002567255737278976,4.705890365378629e-05,8.0
grabmyo_p11,1,15,6,0,0.06750081996976917,120.0,-0.008773493984115234,6.466622914839345e-05,8.0
grabmyo_p11,1,15,7,0,0.0696777790578845,122.5,-0.01306686254104598,7.970503684304295e-05,8.0
grabmyo_p11,1,16,1,0,0.06527875575596744,85.5,-0.027442290237798733,5.386148768874234e-05,8.0
grabmyo_p11,1,16,2,0,0.04978429043219111,68.0,-0.025253106872320193,3.346813370996985e-05,8.0
grabmyo_p11,1,16,3,0,0.05143995419195788,74.5,-0.028936287513580114,7.378281430584126e-05,8.0
grabmyo_p11,1,16,4,0,0.05509620224249777,88.0,-0.03574746982642474,4.3112642604620506e-05,8.0
grabmyo_p11,1,16,5,0,0.05645581156474458,95.5,-0.021016728384829687,3.668014722321185e-05,8.0
grabmyo_p11,1,16,6,0,0.04489180978816626,101.0,-0.013572209127195114,3.062775687317234e-05,8.0
grabmyo_p11,1,16,7,0,0.0488730268137867,87.0,-0.0091298126538003,2.8511840224706433e-05,8.0
grabmyo_p11,1,17,1,0,0.014205548807042756,127.0,-0.0029376845580109216,2.8440537799762637e-06,8.0
grabmyo_p11,1,17,2,0,0.02126896821246759,166.0,-0.00717336179266253,4.009829989051264e-05,8.0
grabmyo_p11,1,17,3,0,0.014286042907473604,130.5,0.0019273213414424965,2.5729009557327476e-06,8.0
grabmyo_p11,1,17,4,0,0.027254534212944406,143.0,-0.010350317632748057,2.2717924156323553e-05,8.0
grabmyo_p11,1,17,5,0,0.03076200865072923,167.0,0.029206803459032038,3.669846543709223e-05,8.0
grabmyo_p11,1,17,6,0,0.016418360724542416,128.0,-0.00023399642541081453,6.015113894864417e-06,8.0
grabmyo_p11,1,17,7,0,0.03706167646737346,155.0,0.010107065502782946,5.4522347925617466e-05,8.0
grabmyo_p11,1,1,1,0,0.05337621060934244,80.0,-0.013264206684641911,2.8593572126662576e-05,8.0
grabmyo_p11,1,1,2,0,0.05254779432308841,78.5,-0.01232990318700606,3.304178532448323e-05,8.0
grabmyo_p11,1,1,3,0,0.04115053204469336,78.5,-0.0030070917727667147,2.0432361694346867e-05,8.0
grabmyo_p11,1,1,4,0,0.05156176818660631,86.0,-0.013156779659207356,3.449456373271223e-05,8.0
grabmyo_p11,1,1,5,0,0.03885861153355483,91.0,-0.008446673640096259,1.574526086980683e-05,8.0
grabmyo_p11,1,1,6,0,0.06931797686519703,113.5,-0.010550962021941399,5.594086710165088e-05,8.0
grabmyo_p11,1,1,7,0,0.0737015678245161,88.0,-0.012545733990985134,6.230666353157408e-05,8.0
grabmyo_p11,1,2,1,0,0.03441170942669315,111.0,-0.007339813385267744,1.950410970618303e-05,8.0
grabmyo_p11,1,2,2,0,0.03351854410152552,105.0,-0.007113094241365356,1.4760838846722476e-05,8.0
grabmyo_p11,1,2,3,0,0.03380731213855699,97.0,-0.0037179589571917316,1.3154028871866655e-05,8.0
grabmyo_p11,1,2,4,0,0.04430864696094387,105.5,-0.005245152968419731,1.9626720645090715e-05,8.0
grabmyo_p11,1,2,5,0,0.03446583473972873,106.0,0.005137391687765344,1.8222691125410722e-05,8.0
grabmyo_p11,1,2,6,0,0.04527843491142806,107.0,-0.010983524672034735,2.9592538360210728e-05,8.0
grabmyo_p11,1,2,7,0,0.04287021543872012,102.5,-0.00630000931478605,2.905548631222451e-05,8.0
grabmyo_p11,1,3,1,0,0.03469986632056269,115.0,-0.004090407053449887,1.7588976294399004e-05,8.0
grabmyo_p11,1,3,2,0,0.034020790953999534,114.0,0.002044265759352187,2.3308632379554823e-05,8.0
grabmyo_p11,1,3,3,0,0.035075599503531785,101.0,-0.010692675229945773,2.7212775226735036e-05,8.0
grabmyo_p11,1,3,4,0,0.03586185237605499,101.0,-0.010234846439544842,1.91399332267486e-05,8.0
grabmyo_p11,1,3,5,0,0.024376907870158664,104.0,-0.0023843298358263206,7.587192248219356e-06,8.0
grabmyo_p11,1,3,6,0,0.04683863253226608,133.5,0.020212555543228844,4.7758680232634854e-05,8.0
grabmyo_p11,1,3,7,0,0.0320694655793735,102.0,-0.000631768129855919,1.733937609695292e-05,8.0
grabmyo_p11,1,4,1,0,0.04844551438229873,108.5,-0.007043709506460165,2.9270164609917354e-05,8.0
grabmyo_p11,1,4,2,0,0.05807607516976337,107.0,-0.013092128766987567,5.805912164446419e-05,8.0
grabmyo_p11,1,4,3,0,0.04136971351237102,92.5,-0.007195958772603369,2.3526510938276132e-05,8.0
grabmyo_p11,1,4,4,0,0.04310972528155835,97.0,-0.008726040414579967,2.5110323619405215e-05,8.0
grabmyo_p11,1,4,5,0,0.0384778291873147,93.0,0.0028676106932435876,1.8421642189196506e-05,8.0
grabmyo_p11,1,4,6,0,0.047987048869337905,98.0,-0.021686973184739732,3.485450710685502e-05,8.0
grabmyo_p11,1,4,7,0,0.04803931652986065,93.5,-0.008442973038670303,2.373541343346917e-05,8.0
grabmyo_p11,1,5,1,0,0.045286924041954335,163.5,0.0023956600795560553,5.511591304803746e-05,8.0
grabmyo_p11,1,5,2,0,0.046594350603385695,135.5,-0.007260992331834219,4.131986284819515e-05,8.0
grabmyo_p11,1,5,3,0,0.03912178305543501,110.0,-0.010040447930144943,3.3033491356163494e-05,8.0
grabmyo_p11,1,5,4,0,0.04449610951146776,112.0,-0.020645857720665378,2.0765079335295564e-05,8.0
grabmyo_p11,1,5,5,0,0.03317767367525764,94.5,-0.007103775227420787,1.4385560120264484e-05,8.0
grabmyo_p11,1,5,6,0,0.02290549384140808,101.5,-0.0005823686831037264,6.496029473130449e-06,8.0
grabmyo_p11,1,5,7,0,0.04392300530326285,132.5,0.0022290903259259255,4.1710543430901094e-05,8.0
grabmyo_p11,1,6,1,0,0.058216648356155296,135.5,-0.0005787985092252047,6.919663937019559e-05,8.0
grabmyo_p11,1,6,2,0,0.033846488182381916,117.5,-0.015239581837587645,2.018578838453472e-05,8.0
grabmyo_p11,1,6,3,0,0.03807042719041347,118.5,-0.0050611313634610425,3.672605666844198e-05,8.0
grabmyo_p11,1,6,4,0,0.032316436398480565,112.0,-0.01578492414870601,1.435520352678871e-05,8.0
grabmyo_p11,1,6,5,0,0.03539261021199524,116.0,-0.007158203465802196,1.3674790574619541e-05,8.0
grabmyo_p11,1,6,6,0,0.037404332535351,107.5,-0.016952504843916635,2.4122502940721253e-05,8.0
grabmyo_p11,1,6,7,0,0.037750539254839635,117.5,-0.01668555798849815,2.4190690163846507e-05,8.0
grabmyo_p11,1,7,1,0,0.03959970012362078,123.0,-0.010567255729438379,3.753461655753951e-05,8.0
grabmyo_p11,1,7,2,0,0.04101297488397057,94.5,-0.00700196485044779,1.990618777969559e-05,8.0
grabmyo_p11,1,7,3,0,0.05449964822300074,107.0,-0.009741892085562965,4.9874184624473374e-05,8.0
grabmyo_p11,1,7,4,0,0.0563696960162199,91.0,-0.025565796448797508,4.266465491235283e-05,8.0
grabmyo_p11,1,7,5,0,0.037554935545746945,90.0,-0.016473317465120065,2.2251779987686724e-05,8.0
grabmyo_p11,1,7,6,0,0.04409318602885022,86.0,-0.024409637473581273,2.247909056626134e-05,8.0
grabmyo_p11,1,7,7,0,0.0471773699051373,94.0,-0.010679274691011247,2.006001327663553e-05,8.0
grabmyo_p11,1,8,1,0,0.03328271924055039,132.5,-0.008304306108392185,3.3305368222016416e-05,8.0
grabmyo_p11,1,8,2,0,0.04720954205093536,95.5,-0.02760572242523241,3.000460975289819e-05,8.0
grabmyo_p11,1,8,3,0,0.02177165380433431,110.5,-0.0028562963234322683,7.158380495822638e-06,8.0
grabmyo_p11,1,8,4,0,0.0195808304199036,105.0,-0.0031110082403943934,5.120770377449252e-06,8.0
grabmyo_p11,1,8,5,0,0.05224835147504047,83.5,-0.036492108671967956,5.290040129628435e-05,8.0
grabmyo_p11,1,8,6,0,0.024634641335752647,131.5,-0.014318050155900814,1.6928854727472404e-05,8.0
grabmyo_p11,1,8,7,0,0.02538956115930263,103.0,-0.009632543300850054,1.229534270093865e-05,8.0
grabmyo_p11,1,9,1,0,0.03285600637126128,140.0,-0.009553717041954051,3.562141128184508e-05,8.0
grabmyo_p11,1,9,2,0,0.021227134800534606,87.5,-0.007958849214538332,5.227762279444937e-06,8.0
grabmyo_p11,1,9,3,0,0.022928813025121838,91.0,-0.007077499041980344,7.455260781229735e-06,8.0
grabmyo_p11,1,9,4,0,0.028240119643093836,86.5,-0.015825592509470243,1.2555609825739217e-05,8.0
grabmyo_p11,1,9,5,0,0.046086377150556454,88.0,-0.02108064846474507,2.7209472866253542e-05,8.0
grabmyo_p11,1,9,6,0,0.024690200569607412,113.5,-0.006104319451257257,2.8856850623408133e-05,8.0
grabmyo_p11,1,9,7,0,0.05107669091646755,86.5,-0.010444009129572574,3.626974307129732e-05,8.0
grabmyo_p12,1,10,1,0,0.10047323542947584,95.0,-0.006911570791882437,0.00010477471496804145,8.0
grabmyo_p12,1,10,2,0,0.13609738109728386,98.0,-0.06377585669667646,0.0002078695582639106,8.0
grabmyo_p12,1,10,3,0,0.11302839129836026,111.5,-0.03330027398712668,0.00011519734358645291,8.0
grabmyo_p12,1,10,4,0,0.08784634757202822,97.0,-0.047369587725301095,7.106109043908374e-05,8.0
grabmyo_p12,1,10,5,0,0.10816864479630464,100.0,-0.036715242162841,0.00010247359471712478,8.0
grabmyo_p12,1,10,6,0,0.10435408077966779,110.0,-0.0257792748409146,8.977353487922316e-05,8.0
grabmyo_p12,1,10,7,0,0.11997269776061158,99.5,-0.05396677871367285,0.00012156541763837342,8.0
grabmyo_p12,1,11,1,0,0.18147782129195877,103.5,-0.10625248802625781,0.00030516063290519956,8.0
grabmyo_p12,1,11,2,0,0.1869556618783605,97.0,-0.10001448250736861,0.00032471907071225946,8.0
grabmyo_p12,1,11,3,0,0.25336611531117403,100.5,-0.08147105353305457,0.0007779818090210674,8.0
grabmyo_p12,1,11,4,0,0.2262499720741641,100.0,-0.09142557136126922,0.0006169078135645756,8.0
grabmyo_p12,1,11,5,0,0.23147448409306784,98.5,-0.10231722296873239,0.0006537453449525553,8.0
grabmyo_p12,1,11,6,0,0.17087656109334678,99.0,-0.05805684213424585,0.000262895238269394,8.0
grabmyo_p12,1,11,7,0,0.2194120588656753,106.0,-0.005900488995919292,0.00042027995726796435,8.0
